1m0a.doma.lsc
Longitude = -70.8049deg Latitude = -30.1674deg
2024-10-25T03:40:21.848 01:13:03.81 04:39:37.907 -12:16:36.42 69.5743458666 -12.2959833727 
2024-10-25T05:08:58.182 02:41:54.83 04:48:20.240 +17:03:07.72 71.7012097356 17.0034394399 
2024-10-25T03:06:15.028 00:38:51.23 02:47:29.562 -30:11:13.91 41.5770163313 -30.2358276343 
2024-10-25T05:22:22.771 02:55:21.84 04:48:18.386 +17:03:09.01 71.7013585704 17.0034535006 
2024-10-25T05:25:38.915 02:58:38.23 04:48:17.895 +17:03:10.48 71.7011180209 17.0034202023 
2024-10-25T01:24:49.523 22:57:09.02 21:04:04.373 -31:57:23.43 315.6831827 -32.002498218 
2024-10-27T00:54:59.238 22:35:06.92 00:01:46.716 -78:46:50.35 0.327446248535 -78.792563985 
2024-10-27T03:19:41.429 01:00:12.89 02:08:55.749 +04:18:04.40 31.9045893596 4.19651207638 
2024-10-27T03:25:08.172 01:05:40.97 02:08:55.210 +04:18:04.39 31.9046030297 4.19647351849 
2024-10-27T07:22:40.290 05:03:51.93 01:24:17.330 -58:45:19.31 20.9572231434 -58.810281804 
2024-10-27T07:31:17.061 05:12:30.02 01:24:17.105 -58:45:15.69 20.9614002258 -58.809544087 
2024-10-27T07:37:06.915 05:18:20.94 01:24:16.887 -58:45:13.21 20.963285511 -58.8092907338 
2024-10-27T07:38:50.360 05:20:04.92 01:24:16.909 -58:45:12.56 20.9642012786 -58.8092224894 
2024-10-27T07:53:24.239 05:34:40.73 07:06:38.957 +06:09:35.95 106.308808545 6.20859305074 
2024-10-27T04:08:34.863 01:49:14.88 23:04:18.114 +09:00:48.53 345.784429902 8.86971986859 
2024-10-27T04:09:31.342 01:50:10.91 23:04:18.012 +09:00:48.74 345.784432213 8.86973022665 
2024-10-27T04:10:46.635 01:51:26.76 23:04:18.037 +09:00:49.30 345.78556165 8.8697767802 
2024-10-27T04:22:19.248 02:03:01.27 23:04:17.660 +09:00:53.53 345.790131481 8.87021348694 
2024-10-27T04:23:15.803 02:03:57.96 23:04:17.579 +09:00:53.83 345.79013264 8.87022744526 
2024-10-27T04:24:26.618 02:05:08.81 23:04:17.597 +09:00:54.34 345.790901671 8.87030916867 
2024-10-27T04:35:55.690 02:16:39.41 00:56:08.619 -20:54:20.62 13.7515657668 -21.0028667936 
2024-10-27T04:40:37.737 02:21:31.81 01:07:35.527 -00:07:38.37 16.590268952 -0.247023960045 
2024-10-27T04:42:37.678 02:23:32.18 01:07:35.396 -00:07:38.05 16.5908329349 -0.246955212195 
2024-10-27T04:43:11.966 02:24:06.39 01:07:35.360 -00:07:37.96 16.5910055117 -0.24704477272 
2024-10-27T04:44:54.860 02:25:49.53 01:07:35.249 -00:07:37.68 16.5913878592 -0.247017961187 
2024-10-27T04:45:46.676 02:26:41.62 01:07:35.193 -00:07:37.54 16.5915851587 -0.246993725796 
2024-10-27T04:46:20.871 02:27:15.96 01:07:35.157 -00:07:37.44 16.5916495493 -0.246995155485 
2024-10-27T04:48:21.472 02:29:16.93 01:07:35.028 -00:07:37.10 16.592262702 -0.247009238413 
2024-10-27T02:06:45.723 23:47:05.23 19:43:44.557 -10:16:42.44 295.638004494 -10.3262678354 
2024-10-27T02:08:56.179 23:49:16.61 19:43:44.554 -10:16:41.39 295.639273709 -10.326222349 
2024-10-27T02:13:32.910 23:53:53.70 19:43:44.280 -10:16:39.81 295.640436824 -10.3259309978 
2024-10-27T02:19:23.867 23:59:45.92 19:43:44.492 -10:16:36.24 295.644213317 -10.3251964898 
2024-10-27T02:22:45.575 00:03:07.71 19:43:44.580 -10:16:34.42 295.646371373 -10.3247367694 
2024-10-27T00:30:20.726 22:10:24.24 22:13:47.612 -26:55:42.77 333.111006878 -26.9988600922 
2024-10-24T06:27:43.814 03:56:56.75 01:06:08.519 +08:31:24.71 16.2560781824 8.38645279225 
2024-10-24T06:41:50.448 04:11:05.53 01:06:08.116 +08:31:27.69 16.2560528901 8.38642786875 
2024-10-24T06:11:13.123 03:40:23.29 01:06:08.877 +08:31:18.35 16.2559957758 8.3864510213 
2024-10-24T06:09:34.384 03:38:44.21 01:06:08.811 +08:31:16.87 16.2559753569 8.38651213022 
2024-10-24T03:43:48.949 01:12:34.98 01:06:14.259 +08:30:52.69 16.2558388343 8.38648354497 
2024-10-24T03:21:31.874 00:50:14.50 01:06:15.587 +08:30:50.57 16.2558333028 8.38645382646 
2024-10-24T03:19:03.488 00:47:45.40 01:06:15.727 +08:30:50.46 16.2557826806 8.386468306 
2024-10-24T02:55:04.044 00:23:41.91 01:06:17.268 +08:30:49.21 16.2557963775 8.38652559981 
2024-10-24T02:43:32.326 00:12:08.28 01:06:18.062 +08:30:48.31 16.2557070016 8.38651946615 
2024-10-24T02:37:47.555 00:06:22.55 01:06:18.484 +08:30:48.32 16.2557661996 8.38652445011 
2024-10-24T06:12:52.686 03:42:03.05 01:06:08.891 +08:31:19.42 16.2560368488 8.38649259723 
2024-10-26T02:32:45.317 00:09:12.87 21:48:15.826 +06:42:35.61 326.80285645 6.59959080315 
2024-10-26T02:35:09.948 00:11:37.77 21:48:15.776 +06:42:35.46 326.802697631 6.59970348336 
2024-10-26T02:36:22.460 00:12:50.37 21:48:15.793 +06:42:35.55 326.802742769 6.5996172877 
2024-10-26T02:37:35.711 00:14:03.78 21:48:15.792 +06:42:35.62 326.802789002 6.59958118641 
2024-10-26T02:41:20.713 00:17:49.58 21:48:15.825 +06:42:37.45 326.802709843 6.59962405442 
2024-10-26T02:00:23.515 23:36:45.54 21:48:16.306 +06:42:30.94 326.802750379 6.59976024514 
2024-10-26T02:01:36.275 23:37:58.45 21:48:16.278 +06:42:30.97 326.80275798 6.59966797589 
2024-10-26T02:42:33.549 00:19:02.79 21:48:15.897 +06:42:38.10 326.802753774 6.59955717711 
2024-10-26T02:48:03.092 00:24:33.18 21:48:15.868 +06:42:40.24 326.802841887 6.59962879137 
2024-10-26T02:51:04.832 00:27:35.10 21:48:15.848 +06:42:41.43 326.802778146 6.59963087797 
2024-10-26T02:52:16.913 00:28:47.45 21:48:15.833 +06:42:41.56 326.802841394 6.59957681763 
2024-10-26T02:43:46.795 00:20:16.26 21:48:15.912 +06:42:39.15 326.80290561 6.59957627183 
2024-10-26T03:01:27.419 00:37:59.93 21:48:15.686 +06:42:43.81 326.802752676 6.59972690691 
2024-10-26T03:05:05.846 00:41:38.47 21:48:15.645 +06:42:44.15 326.802723413 6.5997475101 
2024-10-26T03:30:48.946 01:07:25.70 21:48:14.889 +06:42:54.98 326.802775861 6.59977480155 
2024-10-26T03:32:02.369 01:08:39.31 21:48:14.884 +06:42:55.48 326.802621296 6.59979885235 
2024-10-26T03:34:28.028 01:11:05.42 21:48:14.797 +06:42:56.08 326.802835816 6.59965032579 
2024-10-26T03:36:16.859 01:12:54.73 21:48:14.749 +06:42:56.80 326.802895232 6.59960574468 
2024-10-26T03:40:33.457 01:17:11.97 21:48:14.605 +06:42:58.21 326.802873734 6.59976179116 
2024-10-26T03:41:46.378 01:18:25.15 21:48:14.556 +06:42:58.91 326.802891542 6.59968869527 
2024-10-26T03:42:22.600 01:19:01.81 21:48:14.540 +06:42:59.16 326.802819125 6.59965689775 
2024-10-26T03:44:12.281 01:20:51.45 21:48:14.488 +06:42:59.85 326.80277057 6.59979041567 
2024-10-26T03:45:25.436 01:22:04.75 21:48:14.491 +06:43:00.44 326.802649851 6.59986704599 
2024-10-26T03:49:40.945 01:26:20.89 21:48:14.312 +06:43:02.32 326.803043599 6.59935938403 
2024-10-26T03:50:18.768 01:26:58.81 21:48:14.298 +06:43:02.63 326.802730378 6.59990384791 
2024-10-26T03:53:57.076 01:30:38.02 21:48:14.124 +06:43:04.29 326.802925692 6.59965347649 
2024-10-26T03:55:45.203 01:32:26.32 21:48:14.062 +06:43:05.10 326.80278908 6.59955802903 
2024-10-26T03:56:57.737 01:33:39.32 21:48:14.034 +06:43:05.64 326.802849579 6.59956362954 
2024-10-26T03:57:34.928 01:34:16.21 21:48:14.034 +06:43:05.86 326.802761665 6.59978479304 
2024-10-26T03:58:47.681 01:35:29.29 21:48:13.969 +06:43:06.22 326.80285617 6.59983407784 
2024-10-26T04:00:35.479 01:37:17.33 21:48:13.883 +06:43:06.57 326.802901781 6.59944777388 
2024-10-26T04:01:13.233 01:37:55.58 21:48:13.880 +06:43:06.62 326.802754669 6.59978924015 
2024-10-26T06:14:46.699 03:51:50.47 01:14:24.699 -37:50:00.24 18.3762454248 -37.9106567994 
2024-10-26T06:39:01.657 04:16:09.58 01:14:21.834 -37:49:53.86 18.376276501 -37.9106379656 
2024-10-26T05:02:29.586 02:39:21.58 02:27:25.276 -34:56:45.95 36.6132102694 -34.9970664801 
2024-10-26T05:16:42.913 02:53:37.22 04:48:21.334 +17:03:09.43 71.7120319083 17.0053088454 
2024-10-26T05:17:21.167 02:54:15.56 04:48:21.206 +17:03:09.59 71.7119493249 17.005304008 
2024-10-26T05:21:17.109 02:58:12.30 04:48:20.653 +17:03:09.43 71.7118463652 17.0052010034 
2024-10-26T05:38:07.975 03:15:05.72 02:54:24.535 +16:57:38.18 43.2647816505 16.8561201822 
2024-10-28T02:08:36.389 23:52:52.91 19:43:44.428 -10:16:37.88 295.639257381 -10.3250400416 
2024-10-28T02:31:22.972 00:15:43.06 22:19:38.187 -59:34:41.81 334.597334705 -59.61356513 
2024-10-28T02:50:36.695 00:35:00.45 02:36:23.070 -29:32:44.67 38.8016921038 -29.5974367109 
2024-10-28T03:00:53.848 00:45:19.00 02:36:22.191 -29:32:46.59 38.8049951062 -29.5979754552 
2024-10-28T03:34:33.478 01:19:04.16 02:15:51.633 -00:40:02.56 33.635295446 -0.764488620692 
2024-10-28T03:36:18.302 01:20:49.53 02:15:51.651 -00:40:03.30 33.6367716024 -0.764783087752 
2024-10-28T03:57:22.463 01:41:56.66 02:15:50.015 -00:40:04.76 33.6425052941 -0.765547956801 
2024-10-30T00:01:46.711 21:53:35.40 21:48:22.847 +06:42:22.62 326.792401592 6.59646534338 
2024-10-30T00:02:24.900 21:54:13.69 21:48:22.758 +06:42:22.75 326.792231984 6.59648303693 
2024-10-30T00:21:11.633 22:13:03.93 21:48:20.266 +06:42:24.79 326.792338895 6.59650415231 
2024-10-30T00:23:02.574 22:14:54.66 21:48:20.033 +06:42:24.91 326.792334478 6.5964788556 
2024-10-30T00:24:15.552 22:16:08.00 21:48:19.851 +06:42:25.15 326.792237493 6.59643722501 
2024-10-30T00:24:49.713 22:16:42.20 21:48:19.806 +06:42:25.19 326.792374349 6.59643257579 
2024-10-30T00:25:28.377 22:17:21.21 21:48:19.728 +06:42:25.14 326.792398884 6.59650358926 
2024-10-30T00:27:16.370 22:19:09.34 21:48:19.512 +06:42:25.42 326.792330235 6.596537587 
2024-10-30T00:28:28.710 22:20:21.71 21:48:19.368 +06:42:25.50 326.792311772 6.59651090319 
2024-10-30T00:27:54.597 22:19:47.55 21:48:19.451 +06:42:25.48 326.792348435 6.59639472047 
2024-10-30T00:32:45.361 22:24:39.33 21:48:18.892 +06:42:26.22 326.792246459 6.59642140383 
2024-10-30T00:38:13.877 22:30:08.93 21:48:18.322 +06:42:27.24 326.792330146 6.59649050088 
2024-10-30T00:41:18.275 22:33:13.52 21:48:17.992 +06:42:27.73 326.792303174 6.596484049 
2024-10-30T00:42:31.561 22:34:27.13 21:48:17.842 +06:42:27.43 326.792291189 6.59642993258 
2024-10-30T00:44:19.345 22:36:15.18 21:48:17.675 +06:42:27.90 326.792282769 6.59649816073 
2024-10-30T00:46:45.202 22:38:41.77 21:48:17.477 +06:42:27.58 326.792380255 6.59651137479 
2024-10-30T00:48:35.774 22:40:32.35 21:48:17.269 +06:42:28.42 326.792361395 6.59648935728 
2024-10-30T00:54:01.892 22:45:59.50 21:48:16.815 +06:42:29.53 326.79229704 6.59650790792 
2024-10-30T00:55:15.511 22:47:13.45 21:48:16.698 +06:42:29.64 326.792256023 6.59651511042 
2024-10-30T00:59:33.716 22:51:31.89 21:48:16.367 +06:42:29.05 326.792384371 6.59652799336 
2024-10-30T01:06:15.971 22:58:15.46 21:48:15.994 +06:42:29.29 326.792356997 6.59652646225 
2024-10-30T01:11:46.034 23:03:46.69 21:48:15.666 +06:42:30.27 326.792224352 6.59646940653 
2024-10-30T01:09:20.729 23:01:20.80 21:48:15.785 +06:42:29.91 326.79227067 6.59648811705 
2024-10-30T01:19:05.127 23:11:06.68 21:48:15.291 +06:42:31.28 326.792289345 6.5964937375 
2024-10-30T01:23:57.829 23:16:00.02 21:48:15.077 +06:42:31.13 326.792328792 6.59653330977 
2024-10-30T01:25:44.730 23:17:47.52 21:48:14.993 +06:42:31.33 326.792290829 6.59648734881 
2024-10-30T01:31:14.255 23:23:17.75 21:48:14.743 +06:42:32.55 326.79232753 6.5965248872 
2024-10-30T01:34:15.800 23:26:20.06 21:48:14.586 +06:42:33.15 326.792298733 6.59643606291 
2024-10-30T01:30:00.987 23:22:04.16 21:48:14.782 +06:42:32.55 326.792358576 6.59651801832 
2024-10-30T01:34:54.846 23:26:59.02 21:48:14.548 +06:42:33.35 326.792430935 6.59647251038 
2024-10-30T01:35:29.039 23:27:33.14 21:48:14.510 +06:42:33.60 326.792335222 6.59653372305 
2024-10-30T01:45:52.753 23:37:58.51 21:48:13.977 +06:42:35.59 326.792379479 6.59646619539 
2024-10-25T07:17:16.458 04:50:34.01 05:17:28.062 -00:08:02.93 79.0485837031 -0.143802860514 
2024-10-25T07:19:27.901 04:52:46.18 05:17:27.898 -00:08:03.12 79.049222638 -0.143734153849 
2024-10-25T07:20:40.188 04:53:58.69 05:17:27.855 -00:08:03.11 79.0498270878 -0.143805346528 
2024-10-26T01:03:53.884 22:40:06.88 21:48:18.875 +06:42:24.94 326.802650396 6.59973371601 
2024-10-26T01:04:35.643 22:40:48.94 21:48:18.842 +06:42:24.43 326.802612778 6.59959631581 
2024-10-26T01:07:02.240 22:43:15.55 21:48:18.679 +06:42:24.77 326.802605711 6.59958812401 
2024-10-26T01:13:47.846 22:50:02.52 21:48:18.265 +06:42:25.67 326.802727422 6.59957761701 
2024-10-26T01:24:52.944 23:01:09.33 21:48:17.651 +06:42:25.34 326.802699934 6.59970851545 
2024-10-26T01:25:28.062 23:01:44.61 21:48:17.646 +06:42:25.37 326.802642116 6.59961949634 
2024-10-26T01:27:54.462 23:04:11.17 21:48:17.512 +06:42:25.71 326.802663571 6.59956287273 
2024-10-26T01:27:18.743 23:03:35.61 21:48:17.556 +06:42:25.49 326.802669897 6.59970523451 
2024-10-26T01:35:20.418 23:11:38.37 21:48:17.206 +06:42:26.92 326.802577492 6.59963621118 
2024-10-26T01:36:32.900 23:12:50.97 21:48:17.163 +06:42:26.85 326.802619925 6.59961451739 
2024-10-26T01:37:10.094 23:13:28.39 21:48:17.151 +06:42:26.90 326.802702386 6.59968264001 
2024-10-26T01:40:12.186 23:16:31.22 21:48:17.012 +06:42:27.15 326.802719731 6.59963474016 
2024-10-26T01:39:36.563 23:15:55.18 21:48:17.034 +06:42:27.14 326.802638596 6.59966789173 
2024-10-26T01:56:44.322 23:33:05.71 21:48:16.413 +06:42:30.45 326.802718436 6.59974210152 
2024-10-26T00:49:16.253 22:25:26.87 21:48:19.998 +06:42:22.99 326.802665051 6.59957978299 
2024-10-26T00:50:28.812 22:26:39.57 21:48:19.885 +06:42:23.13 326.802674968 6.59963522367 
2024-10-26T01:01:27.550 22:37:40.14 21:48:19.081 +06:42:24.69 326.802613978 6.59969959129 
2024-10-30T02:17:01.176 00:09:12.39 21:48:13.112 +06:42:40.77 326.792289763 6.59657590321 
2024-10-30T02:18:52.260 00:11:03.89 21:48:13.042 +06:42:41.02 326.792395095 6.59653848205 
2024-10-30T02:24:23.907 00:16:36.03 21:48:12.855 +06:42:41.92 326.792384443 6.59656721673 
2024-10-30T02:26:50.674 00:19:03.49 21:48:12.748 +06:42:42.68 326.792385685 6.59646276297 
2024-10-30T02:27:29.021 00:19:41.80 21:48:12.748 +06:42:42.50 326.792375427 6.59651740913 
2024-10-30T02:28:42.678 00:20:55.48 21:48:12.707 +06:42:43.29 326.792408204 6.59656838298 
2024-10-30T01:49:33.560 23:41:39.90 21:48:13.839 +06:42:36.32 326.792342013 6.59651859182 
2024-10-30T01:51:58.984 23:44:05.75 21:48:13.778 +06:42:36.76 326.792410912 6.59652942456 
2024-10-30T01:55:40.077 23:47:47.59 21:48:13.765 +06:42:37.92 326.792340284 6.59658323565 
2024-10-30T02:29:16.980 00:21:30.10 21:48:12.680 +06:42:43.52 326.792393184 6.59653272302 
2024-10-30T02:01:46.619 23:53:55.01 21:48:13.600 +06:42:38.96 326.792455885 6.59652809273 
2024-10-30T02:06:39.506 23:58:48.66 21:48:13.411 +06:42:39.59 326.792424619 6.59643769719 
2024-10-30T01:59:54.112 23:52:02.30 21:48:13.677 +06:42:38.63 326.792408862 6.59654411619 
2024-10-30T02:09:40.321 00:01:50.49 21:48:13.350 +06:42:39.82 326.792345832 6.59656894476 
2024-10-30T02:38:27.535 00:30:41.99 21:48:12.625 +06:42:44.90 326.792320986 6.59658174635 
2024-10-30T02:43:19.427 00:35:34.87 21:48:12.553 +06:42:47.04 326.79241216 6.59657360214 
2024-10-30T02:45:07.773 00:37:23.59 21:48:12.552 +06:42:47.36 326.792427835 6.5965454892 
2024-10-30T03:47:03.255 01:39:28.94 21:48:11.982 +06:43:11.28 326.792537061 6.59657357115 
2024-10-30T05:46:25.007 03:39:10.52 01:14:25.234 -37:49:55.89 18.3742970564 -37.908508338 
2024-10-30T05:50:50.597 03:43:37.05 01:14:24.600 -37:49:55.84 18.3742955755 -37.9085055333 
2024-10-30T06:23:17.894 04:16:09.34 01:14:20.701 -37:49:50.46 18.3743810645 -37.9084554006 
2024-10-30T04:49:33.385 02:42:09.79 01:56:35.964 +06:03:07.17 28.8337383667 5.93626861202 
2024-10-30T05:00:44.865 02:53:22.59 23:48:09.242 -78:08:19.62 357.039058306 -78.1671789397 
2024-10-30T05:08:48.294 03:01:27.74 23:48:06.776 -78:08:13.38 357.033689294 -78.1659988522 
2024-10-30T02:47:00.161 00:39:16.17 21:48:12.534 +06:42:48.01 326.792498217 6.59649832162 
2024-10-30T02:50:00.209 00:42:16.52 21:48:12.511 +06:42:48.29 326.792421501 6.59654018373 
2024-10-30T02:50:38.319 00:42:54.70 21:48:12.491 +06:42:48.54 326.79245827 6.59659204995 
2024-10-30T02:51:12.936 00:43:29.81 21:48:12.499 +06:42:48.78 326.792467249 6.59653386886 
2024-10-30T02:54:52.211 00:47:09.37 21:48:12.398 +06:42:49.82 326.792470797 6.59656262865 
2024-10-30T02:54:17.812 00:46:35.13 21:48:12.410 +06:42:49.80 326.792432942 6.59651910542 
2024-10-30T02:57:18.042 00:49:36.08 21:48:12.337 +06:42:50.91 326.79240073 6.59660193965 
2024-10-30T02:57:57.066 00:50:15.04 21:48:12.338 +06:42:51.04 326.792402931 6.59660431591 
2024-10-30T03:00:57.745 00:53:16.18 21:48:12.292 +06:42:51.58 326.792423966 6.59654160742 
2024-10-30T03:05:17.930 00:57:37.27 21:48:12.284 +06:42:52.27 326.792374098 6.59659647836 
2024-10-30T03:10:10.249 01:02:30.24 21:48:12.205 +06:42:54.39 326.79246201 6.59657892697 
2024-10-30T03:11:57.553 01:04:17.83 21:48:12.183 +06:42:55.00 326.792476286 6.59652829134 
2024-10-30T03:14:23.225 01:06:43.88 21:48:12.159 +06:42:56.37 326.79249066 6.59653741873 
2024-10-30T03:15:37.394 01:07:58.04 21:48:12.125 +06:42:56.73 326.792326214 6.59654661379 
2024-10-30T03:24:18.665 01:16:40.74 21:48:12.021 +06:43:00.26 326.792354022 6.59653965916 
2024-10-30T03:25:36.781 01:17:58.97 21:48:11.960 +06:43:00.12 326.792416769 6.59656533474 
2024-10-30T03:29:59.535 01:22:22.45 21:48:11.890 +06:43:01.64 326.792473952 6.59640253112 
2024-10-30T03:31:12.564 01:23:35.68 21:48:11.993 +06:43:02.64 326.792421944 6.59656788959 
2024-10-30T03:34:14.289 01:26:37.88 21:48:12.052 +06:43:04.80 326.79230119 6.59659318016 
2024-10-30T03:39:06.527 01:31:30.95 21:48:12.067 +06:43:07.77 326.792509198 6.59654551056 
2024-10-30T03:40:18.810 01:32:43.40 21:48:12.056 +06:43:08.03 326.792403441 6.59651153551 
2024-10-30T03:42:44.604 01:35:09.80 21:48:12.035 +06:43:09.45 326.792382183 6.59652926948 
2024-10-30T03:45:49.961 01:38:15.57 21:48:11.991 +06:43:10.97 326.792475807 6.59671064669 
2024-10-30T04:21:22.674 02:13:54.18 02:40:41.089 -22:56:03.13 39.8906373982 -22.9965903371 
2024-10-30T04:35:22.810 02:27:56.13 01:56:36.938 +06:03:05.90 28.8297904081 5.93611072088 
2024-10-30T03:46:24.375 01:38:50.06 21:48:12.000 +06:43:11.05 326.79252937 6.59651307311 
2024-10-30T03:51:19.665 01:43:46.08 21:48:11.907 +06:43:13.52 326.792311703 6.59650359207 
2024-10-30T03:53:46.926 01:46:13.79 21:48:11.869 +06:43:14.87 326.792403084 6.5965097321 
2024-10-30T03:56:55.004 01:49:22.70 21:48:11.771 +06:43:15.72 326.792568485 6.59665015807 
2024-10-30T03:58:08.372 01:50:36.01 21:48:11.741 +06:43:15.96 326.792490922 6.59644852522 
2024-10-30T03:58:42.890 01:51:10.47 21:48:11.713 +06:43:16.43 326.79230977 6.59659873218 
2024-10-30T03:59:55.562 01:52:23.66 21:48:11.687 +06:43:17.23 326.792251911 6.59661265817 
2024-10-30T04:01:08.471 01:53:36.50 21:48:11.674 +06:43:17.45 326.792280865 6.59649743637 
2024-10-30T07:28:09.821 05:21:12.08 02:15:36.835 -00:39:32.46 33.6203359968 -0.771396702213 
2024-10-30T07:29:35.667 05:22:38.13 02:15:36.702 -00:39:32.03 33.6203382369 -0.771398169788 
2024-10-30T07:52:17.318 05:45:23.49 07:06:39.771 +06:09:28.16 106.315256052 6.20609553075 
2024-10-30T07:53:17.921 05:46:24.04 07:06:39.612 +06:09:27.81 106.315258038 6.20608518195 
2024-10-30T00:19:24.413 22:11:16.32 21:48:20.499 +06:42:24.40 326.792356578 6.59643098776 
2024-10-30T00:09:03.871 22:00:53.96 21:48:21.857 +06:42:23.41 326.792337706 6.59645301126 
2024-10-30T00:10:15.911 22:02:06.02 21:48:21.693 +06:42:23.53 326.792330552 6.59642992798 
2024-10-30T00:12:40.882 22:04:31.79 21:48:21.390 +06:42:24.03 326.79244551 6.59651823173 
2024-10-30T08:05:48.195 05:58:56.80 06:05:14.925 -24:02:52.07 91.0664215378 -24.0027676538 
2024-10-30T08:17:11.445 06:10:21.39 03:44:58.263 -14:18:41.16 55.9870512025 -14.3633004587 
2024-10-19T06:29:17.846 03:38:48.11 04:48:16.409 +17:03:14.88 71.7066487977 17.0029602029 
2024-10-19T06:30:23.940 03:39:54.52 04:48:16.253 +17:03:14.75 71.7066778596 17.0029242317 
2024-10-19T06:31:29.834 03:41:00.59 04:48:16.089 +17:03:14.95 71.7066550153 17.0029808693 
2024-10-19T02:20:56.374 23:29:46.10 19:43:47.335 -10:16:23.14 295.651315156 -10.3212957159 
2024-10-19T02:05:55.428 23:14:42.30 02:16:58.409 -13:36:59.78 33.9039430475 -13.7015346194 
2024-10-19T02:08:57.471 23:17:45.01 02:16:58.015 -13:36:58.75 33.9038211466 -13.701670385 
2024-10-19T04:46:55.313 01:56:08.68 05:17:33.209 -00:07:24.56 79.0393428373 -0.140761188475 
2024-10-19T05:10:51.191 02:20:08.67 04:39:30.096 -10:46:00.18 69.5527185518 -10.7872523048 
2024-10-19T05:14:37.681 02:23:55.85 04:39:29.593 -10:46:00.01 69.5527402655 -10.7872579864 
2024-10-19T05:23:20.061 02:32:39.36 04:39:29.361 -10:46:03.11 69.5569423287 -10.788314739 
2024-10-20T03:26:30.346 00:39:27.10 04:50:24.067 -43:50:36.24 72.3671703779 -43.8270862129 
2024-10-20T02:18:04.198 23:30:50.02 20:45:16.802 -10:39:06.74 311.015607367 -10.7269577757 
2024-10-20T02:29:44.493 23:42:32.30 20:45:16.414 -10:39:02.31 311.020333107 -10.7263892109 
2024-10-20T02:38:37.147 23:51:26.22 20:45:16.119 -10:38:59.12 311.023818105 -10.7264154734 
2024-10-20T05:57:39.724 03:11:01.60 02:46:48.644 -29:56:54.36 41.4527420196 -30.004433529 
2024-10-20T06:15:56.605 03:29:21.17 03:46:05.711 -39:33:24.27 56.318064014 -39.5706651459 
2024-10-20T06:27:31.080 03:40:58.00 03:46:04.456 -39:33:24.28 56.319728262 -39.5708732938 
2024-10-20T05:10:49.938 02:24:04.27 22:55:09.805 -17:28:33.92 343.50113553 -17.5835880834 
2024-10-20T05:17:07.403 02:30:22.53 22:55:09.695 -17:28:31.43 343.504672288 -17.5834268036 
2024-10-20T05:27:42.189 02:40:58.79 22:55:09.557 -17:28:27.08 343.508557733 -17.5831152773 
2024-10-20T05:32:33.533 02:45:51.07 22:55:09.513 -17:28:25.01 343.510227913 -17.5828231142 
2024-10-20T05:34:01.656 02:47:19.83 22:55:09.502 -17:28:24.37 343.510961733 -17.582670437 
2024-10-20T05:38:08.332 02:51:26.79 22:55:09.478 -17:28:22.57 343.51269412 -17.5824683361 
2024-10-20T04:16:25.672 01:29:30.74 02:44:23.064 +12:03:57.12 40.7582767253 11.9606024536 
2024-10-19T23:52:06.434 21:04:28.10 17:30:08.206 -31:36:47.56 262.198730417 -31.554712593 
2024-10-20T01:12:22.002 22:24:57.01 19:11:18.184 -63:53:12.11 287.400802411 -63.8392236135 
2024-10-20T01:27:55.080 22:40:32.46 02:39:49.468 -31:12:54.36 39.6437425287 -31.2717255767 
2024-10-20T01:29:15.114 22:41:52.81 02:39:49.460 -31:12:54.91 39.6441904542 -31.2720873407 
2024-10-19T02:48:48.687 23:57:42.93 02:09:02.074 +04:18:43.17 31.9085765085 4.20269051121 
2024-10-19T03:30:37.214 00:39:38.28 22:37:51.861 -12:26:37.48 339.171407314 -12.5444964674 
2024-10-19T03:32:47.112 00:41:48.66 22:37:51.892 -12:26:36.75 339.172456399 -12.5445961576 
2024-10-19T03:37:20.649 00:46:22.72 22:37:51.624 -12:26:35.49 339.173806745 -12.544463519 
2024-10-19T03:59:43.901 01:08:49.74 02:15:49.553 -00:39:46.84 33.6255785903 -0.762791041311 
2024-10-20T02:01:15.703 23:13:58.47 03:04:42.745 -24:03:04.54 45.8552408899 -24.1057110413 
2024-10-20T02:02:39.986 23:15:23.04 03:04:42.731 -24:03:05.11 45.8558345872 -24.1060359348 
2024-10-19T04:16:40.114 01:25:48.50 02:15:48.310 -00:39:48.44 33.6303623523 -0.763076797194 
2024-10-19T04:34:14.424 01:43:25.83 05:17:33.538 -00:07:19.78 79.0340945126 -0.138630511064 
2024-10-19T04:35:10.804 01:44:22.34 05:17:33.427 -00:07:19.73 79.0340134732 -0.138651696266 
2024-10-19T04:36:26.478 01:45:38.08 05:17:33.502 -00:07:20.71 79.0349599071 -0.139243875439 
2024-10-19T04:42:34.709 01:51:47.55 05:17:33.311 -00:07:22.65 79.0376341589 -0.14019956102 
2024-10-19T07:26:16.096 04:35:55.66 04:48:15.037 +17:03:14.82 71.7111887946 17.0031341979 
2024-10-19T07:34:02.889 04:43:43.81 07:06:42.341 +06:10:05.38 106.317259897 6.20873420918 
2024-10-19T06:56:48.052 04:06:23.21 04:01:14.541 -31:09:11.99 60.0842649718 -31.174194927 
2024-10-19T01:17:51.127 22:26:30.56 21:05:24.354 -30:57:06.61 316.028899783 -30.9981681218 
2024-10-19T02:23:41.637 23:32:31.63 19:43:47.602 -10:16:21.54 295.654052126 -10.3210469519 
